"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.237749875e0	-7.788079020e-1	7.810979640e-1	1.761440386e0	2.078299308e0
1.247731875e0	-8.504997361e-1	4.519979560e-1	2.067063823e0	2.280439607e0
1.257712875e0	-9.236926235e-1	2.629878795e-1	2.209902531e0	2.409572552e0
1.267694875e0	-9.629519257e-1	2.154675579e-1	2.188191234e0	2.400392376e0
1.277675875e0	-8.214938919e-1	2.074913710e-1	1.993429252e0	2.166025177e0
1.287656875e0	-5.481302013e-1	2.132233965e-1	1.634839981e0	1.737415523e0
1.297638875e0	-1.967240889e-1	2.762622285e-1	1.149548564e0	1.198533724e0
1.307619875e0	2.796452813e-2	3.814349270e-1	6.917934394e-1	7.904763002e-1
1.317601875e0	1.137407698e-1	3.588295913e-1	1.719426388e-1	4.138356066e-1
1.327582875e0	1.304300389e-1	1.507207543e-1	-3.499903554e-1	4.027679104e-1
1.337564875e0	4.810431227e-2	-5.296641827e-2	-8.163748008e-1	8.195042902e-1
1.347545875e0	-5.003791340e-2	-1.346754098e-1	-1.061138663e0	1.070820490e0
1.357527875e0	-6.018414818e-2	-1.575754452e-1	-1.019707632e0	1.033564612e0
1.367508875e0	-7.508409619e-3	-1.846843064e-1	-6.809474391e-1	7.055877578e-1
1.377489875e0	3.483639523e-2	-2.684421623e-1	-2.454433089e-1	3.654000367e-1
1.387471875e0	-6.221123166e-2	-4.334476644e-1	5.234252036e-2	4.410066377e-1
1.397452875e0	-2.248934157e-1	-5.558152699e-1	2.131929910e-1	6.363638222e-1
1.407434875e0	-4.121312012e-1	-5.830925310e-1	2.837332159e-1	7.683446912e-1
1.417415875e0	-5.127648523e-1	-5.790211147e-1	3.134388256e-1	8.345280957e-1
1.427397875e0	-5.242476875e-1	-5.501230055e-1	3.800064522e-1	8.496327811e-1
1.437378875e0	-5.252939737e-1	-5.009672177e-1	4.970671248e-1	8.797599892e-1
1.447360875e0	-4.786930536e-1	-4.303112179e-1	5.977281117e-1	8.784040525e-1
1.457342000e0	-4.779534540e-1	-4.194722342e-1	5.775031775e-1	8.590147726e-1
1.467323000e0	-5.683421986e-1	-3.987216353e-1	4.654863131e-1	8.358644058e-1
1.477305000e0	-6.256997296e-1	-3.768729293e-1	3.005457151e-1	7.898487725e-1
1.487286000e0	-5.863548388e-1	-3.855051738e-1	7.969988823e-2	7.062423863e-1
1.497268000e0	-5.323156757e-1	-3.981953859e-1	-2.170597547e-1	6.993100036e-1
1.507249000e0	-4.897947235e-1	-3.667110533e-1	-5.053456128e-1	7.935679278e-1
1.517231000e0	-4.430397293e-1	-3.315435594e-1	-8.016573590e-1	9.740943767e-1
1.527212000e0	-4.236157905e-1	-2.988254642e-1	-1.057149693e0	1.177417712e0
1.537194000e0	-4.142159528e-1	-2.225777721e-1	-1.211334338e0	1.299402400e0
1.547175000e0	-3.075761879e-1	-1.943632025e-1	-1.295254161e0	1.345386007e0
1.557156000e0	-2.067595920e-1	-1.457096905e-1	-1.365092720e0	1.388329564e0
1.567138000e0	-1.811730534e-1	-6.901702523e-2	-1.336521471e0	1.350509780e0
1.577119000e0	-1.641789251e-1	2.879695237e-2	-1.175149428e0	1.186912028e0
1.587101000e0	-4.816026282e-2	1.446741486e-1	-8.968330729e-1	9.097030179e-1
1.597082000e0	-1.431544572e-2	1.825635213e-1	-6.632765687e-1	6.880916929e-1
1.607064000e0	-1.070869307e-1	1.545974582e-1	-5.877252799e-1	6.170810234e-1
1.617045000e0	-2.164633387e-1	6.959882319e-2	-5.950629508e-1	6.370245589e-1
1.627027000e0	-3.351242847e-1	1.648096204e-2	-5.582482964e-1	6.513225535e-1
1.637008000e0	-4.018077958e-1	2.166744232e-2	-4.845499903e-1	6.298473433e-1
1.646989000e0	-4.189641843e-1	1.131863075e-1	-3.333725685e-1	5.472471081e-1
