"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.830616848E0	5.226330757E-1	-4.121847153E-1	3.489421368E0	3.552337688E0
1.848968254E0	-4.396491051E-1	-3.955936432E-1	4.513058662E0	4.551646313E0
1.867306848E0	-1.927951932E0	2.724475861E-1	5.096817493E0	5.456076878E0
1.885645494E0	-2.432650328E0	9.304714203E-1	5.464214325E0	6.053197739E0
1.903984087E0	-2.982766867E0	-4.229536057E-1	5.446767807E0	6.224392940E0
1.922322681E0	-3.525310993E0	-2.621072769E0	3.625990629E0	5.696108154E0
1.940648566E0	-2.891322613E0	-4.057914734E0	1.496640682E0	5.202533207E0
1.958999921E0	-2.128748178E0	-3.458549976E0	-1.067495346E-2	4.061188336E0
1.977338514E0	-1.543613195E0	-2.057402611E0	-2.433421612E0	3.540789169E0
1.995664348E0	2.705494165E-1	2.762861252E-1	-4.444037914E0	4.460829967E0
2.014015754E0	4.525852680E0	6.485202789E0	-4.587854862E0	9.142735364E0
2.032354348E0	1.062157249E1	1.551253796E1	-2.617007256E0	1.898171128E1
2.050680233E0	1.004990578E1	1.773842239E1	-1.349579334E0	2.043217070E1
2.069031587E0	5.403862000E0	1.229437447E1	-4.653005600E0	1.421280511E1
2.087370233E0	1.747643709E0	5.862917900E0	-9.619764328E0	1.140034783E1
2.105696066E0	-1.848002672E0	1.342477798E0	-9.895770073E0	1.015596504E1
2.124047473E0	-6.046292305E0	-1.948868752E0	-9.838891029E0	1.171151215E1
2.142386066E0	-9.177384377E0	-3.737351418E0	-6.106499672E0	1.163965282E1
2.160711900E0	-5.087056637E0	-5.729916096E0	-9.329209328E-1	7.718835738E0
2.179063306E0	3.271065474E0	-6.844617844E0	-1.456499100E-2	7.586097475E0
2.197401900E0	7.111335754E0	-5.483694077E0	6.572055817E-1	9.004105514E0
2.215727733E0	8.385161400E0	-4.677740097E0	-9.397313595E-1	9.647553013E0
2.234079139E0	7.792951107E0	-3.518238068E0	-4.521001816E0	9.671997905E0
2.252417733E0	6.919771194E0	-1.291199207E0	-6.102081299E0	9.315890991E0
2.270743619E0	5.158117294E0	-3.355684280E-1	-5.269371986E0	7.381399686E0
2.289094973E0	3.091802835E0	-4.410691261E-1	-3.668844700E0	4.818112512E0
2.307433619E0	1.735316157E0	-6.711168289E-1	-2.477880955E0	3.098647123E0
2.325759452E0	-2.474149466E-1	-4.178528786E-1	-1.414669991E0	1.495695947E0
2.344110858E0	-2.940546989E0	1.559782028E-1	1.036100388E-1	2.946503154E0
2.362449452E0	-5.835081577E0	9.901294708E-1	1.066867828E0	6.013878977E0
2.380775285E0	-6.259086609E0	7.283792496E-1	1.926412582E0	6.589215958E0
2.399126691E0	-2.873430252E0	3.084239960E0	3.218642712E0	5.303658968E0
2.417465285E0	-7.051405907E-1	6.961689949E0	3.950082779E0	8.035266278E0
2.435791171E0	-7.261434793E-1	7.010846138E0	2.931666374E0	7.633735367E0
2.454142525E0	1.108649611E0	4.094357491E0	-3.302583694E-1	4.254637213E0
2.472481171E0	1.611232281E0	8.041790962E0	-1.067343235E0	8.270773418E0
2.490807004E0	3.655259371E0	1.389123631E1	-6.374978542E0	1.571520660E1
2.509158410E0	9.176024437E0	9.901638031E0	-9.879402161E0	1.672855186E1
2.527497004E0	1.157985592E1	1.948737144E0	-7.693634987E0	1.403861314E1
2.545822837E0	9.110754967E0	1.228609085E-1	-5.223327637E0	1.050257599E1
2.564174244E0	5.777486801E0	4.886627197E-1	-1.781518698E0	6.065637136E0
2.582512889E0	3.998765230E0	-8.047485352E-2	-5.980787277E-1	4.044044724E0
2.600838723E0	3.005567074E0	-1.209838867E0	5.809526443E-1	3.291602876E0
2.619190129E0	2.668421745E0	-1.992160320E0	2.191573858E0	3.986498881E0
2.637528723E0	2.640339375E0	-2.007063866E0	1.874697924E0	3.809749293E0
2.655854556E0	1.641997814E0	-2.138829231E0	-9.875388145E-1	2.871581483E0
2.674205962E0	2.614338100E-1	-3.162717342E0	-5.334548950E0	6.207136306E0
2.692544608E0	4.152891040E-1	-3.665156364E0	-4.760608673E0	6.022394138E0
2.710883202E0	1.412944555E0	-4.001272678E0	-3.575867653E0	5.549182357E0
2.729221848E0	1.471402049E0	-3.565508842E0	-1.030858040E0	3.992561282E0
2.747560441E0	8.974828720E-1	-1.680098057E0	2.254519463E-1	1.918080699E0
2.765886275E0	-9.671306610E-2	5.945177078E-1	-2.811305523E-1	6.647097934E-1
2.784237681E0	-9.168986082E-1	1.518395424E0	-1.185939550E0	2.133701089E0
2.802576327E0	-8.945494294E-1	1.674023628E0	-6.563618183E-1	2.008328814E0
2.820902160E0	-3.391501904E-1	1.832212448E0	1.724474192E0	2.538865208E0
2.839253566E0	-6.135092974E-1	2.191203117E0	3.233685017E0	3.954046478E0
2.857592212E0	-9.987596273E-1	9.175472260E-1	3.769330263E0	4.005903686E0
2.875918046E0	-1.086867571E0	-1.314413071E0	4.840189934E0	5.131900372E0
2.894269452E0	-1.085326672E0	-2.631367683E0	5.250596046E0	5.972502718E0
2.912608046E0	-1.740098000E0	-1.820342541E0	4.473411083E0	5.133516800E0
2.930946691E0	-2.073671818E0	-1.101551056E-1	4.700298309E0	5.138584742E0
2.949285285E0	-1.992716074E0	-2.316331863E-1	5.140172958E0	5.517784821E0
2.967623931E0	-2.341599703E0	-2.230768204E0	3.580112219E0	4.824584899E0
2.985949764E0	-2.978359938E0	-3.581335545E0	1.504646301E0	4.894951756E0
3.004301171E0	-3.655461311E0	-2.241124153E0	-1.823843241E0	4.659553523E0
3.022639764E0	-2.613461733E0	8.124341965E-1	-4.888495445E0	5.602465464E0
3.040965650E0	1.753047109E0	5.210312843E0	-4.784333229E0	7.287686775E0
3.059317056E0	6.483728409E0	1.421572113E1	-5.230449677E0	1.647674316E1
3.077655650E0	7.597802162E0	2.038469696E1	-2.751342058E0	2.192788980E1
3.095981535E0	5.487000465E0	1.570224190E1	-3.763375998E0	1.705375541E1
3.114332889E0	3.545881271E0	6.921781540E0	-7.622285843E0	1.088960859E1
3.132671535E0	9.487911463E-1	-3.644752502E-2	-9.467618942E0	9.515111218E0
3.150997369E0	-2.318565607E0	-4.601709366E0	-9.736164093E0	1.101564192E1
3.169348775E0	-5.950935364E0	-5.365990639E0	-5.805873871E0	9.895234138E0
3.187687421E0	-6.437227249E0	-5.371778488E0	-2.303091288E0	8.694718412E0
3.206013254E0	-6.544157267E-1	-5.978761196E0	-8.351783752E-1	6.072179864E0
3.224364660E0	3.460016727E0	-5.157278061E0	-1.107125044E0	6.308324549E0
3.242703254E0	5.366160393E0	-4.571898460E0	-2.090209246E0	7.353020303E0
3.261029139E0	6.292068481E0	-3.853540897E0	-3.628951073E0	8.222480715E0
3.279380546E0	6.768016338E0	-2.058890820E0	-5.137212276E0	8.742769958E0
3.297719139E0	6.196334839E0	-3.134498596E-1	-4.713122845E0	7.791427546E0
3.316045025E0	4.313555241E0	1.268267632E-1	-2.657829523E0	5.068224701E0
3.334396431E0	2.164601088E0	-1.687049866E-3	-2.002227306E0	2.948629326E0
3.352735025E0	-2.393596172E-1	-9.158897400E-2	-1.610044003E0	1.630313852E0
3.371060910E0	-3.569965839E0	1.086969376E-1	-6.536760330E-1	3.630945259E0
3.389412316E0	-6.344122887E0	2.294015884E-1	5.347480774E-1	6.370751588E0
3.407750910E0	-6.474649906E0	-7.302284241E-2	1.915815830E0	6.752538340E0
3.426076796E0	-3.435976267E0	3.299328804E0	2.596240520E0	5.425123805E0
3.444428150E0	-5.914872885E-1	7.382888794E0	3.338474751E0	8.124181055E0
3.462766796E0	1.259910703E0	6.134583473E0	2.897891045E0	6.900598661E0
3.481092629E0	2.985328674E0	4.253867149E0	-3.873977661E-1	5.211300226E0
3.499444035E0	3.415365934E0	9.014455795E0	-4.802808285E0	1.076996310E1
3.517782681E0	5.185937881E0	1.425483131E1	-1.039253044E1	1.838746466E1
3.536108514E0	8.989635468E0	1.044070721E1	-8.376828194E0	1.612430350E1
3.554459921E0	9.107178688E0	2.668548584E0	-5.691223621E0	1.106579783E1
3.572798566E0	5.025717258E0	1.491313934E0	-1.721759558E0	5.517817248E0
3.591124400E0	2.646791697E0	9.829244614E-1	-6.628417969E-1	2.900173448E0
3.609475806E0	2.665297985E0	-1.565731049E0	-1.571600437E0	3.467744944E0
3.627814452E0	3.010846138E0	-2.677521229E0	2.492570877E-2	4.029259943E0
3.646140285E0	3.581497192E0	-2.603346825E0	1.569168091E0	4.697533962E0
3.664491691E0	4.056591988E0	-1.873576164E0	2.124432325E0	4.947670048E0
3.682830337E0	3.364334583E0	-9.909977913E-1	1.078497410E0	3.669329704E0
3.701156171E0	7.224202156E-1	-1.020238400E0	-5.616896629E0	5.754329249E0
3.719507629E0	1.611828804E0	-1.684413433E0	-7.016666889E0	7.393838985E0
3.737846223E0	3.018676281E0	-2.843653679E0	-4.310877323E0	5.981842194E0
3.756172056E0	2.494398594E0	-3.151189327E0	-1.281749010E0	4.218400058E0
3.774523462E0	5.366809368E-1	-1.852104187E0	1.545567513E-1	1.934477743E0
3.792862108E0	-1.846451759E0	-1.566438675E-1	-2.477772236E-1	1.869576143E0
3.811187941E0	-1.867544889E0	3.816480637E-1	-1.087683916E0	2.194637888E0
3.829539348E0	-1.336318731E0	1.813434601E0	2.445566654E-1	2.265855416E0
3.847877994E0	-1.181226373E0	1.992773056E0	2.686237574E0	3.547155550E0
3.866203827E0	-1.329523802E0	7.527828217E-2	4.517504215E0	4.709686263E0
3.884555233E0	-1.902171969E0	-1.956918240E0	5.130583763E0	5.811254335E0
3.902893879E0	-3.269822836E0	-1.743047714E0	4.202529430E0	5.602785943E0
3.921219712E0	-4.705951691E0	-7.014942169E-2	3.131862879E0	5.653270500E0
3.939571119E0	-4.475714207E0	1.418865204E0	3.860360861E0	6.078452279E0
3.957909764E0	-3.445715427E0	7.333803177E-1	4.443212509E0	5.670356153E0
3.976235598E0	-3.275352955E0	-1.497537613E0	3.750514984E0	5.199703696E0
3.994587004E0	-2.447901726E0	-4.096071243E0	2.700744152E0	5.483068617E0
4.012925650E0	-1.914866209E0	-4.401719570E0	4.438240528E-1	4.820666714E0
4.031251483E0	-1.833868504E0	-2.432082176E0	-3.396775007E0	4.562474970E0
4.049602889E0	3.030300140E-4	1.104495049E0	-5.215333939E0	5.331005299E0
4.067941535E0	4.917716026E0	8.789839745E0	-2.926466942E0	1.048853767E1
4.086267369E0	9.565726280E0	1.864932251E1	-3.329501867E0	2.122229799E1
4.104618775E0	8.517342567E0	2.128427124E1	-1.909318924E0	2.300458270E1
4.122957421E0	3.089901209E0	1.334256554E1	-7.900903702E0	1.581125624E1
4.141283254E0	-5.430691242E-1	4.533795357E0	-1.049777603E1	1.144786120E1
4.159634660E0	-3.550336599E0	-1.507271767E0	-8.528906822E0	9.360502643E0
4.177973306E0	-5.778595924E0	-4.964673996E0	-6.323697090E0	9.900974883E0
4.196299191E0	-5.415570259E0	-5.676660538E0	-1.700408697E0	8.027718594E0
4.214650598E0	1.950203180E-1	-6.258943558E0	1.609222412E0	6.465446942E0
4.232989191E0	5.111292839E0	-5.895241737E0	9.277405739E-1	7.857473653E0
4.251315077E0	6.676848412E0	-5.558135986E0	-2.507712603E0	9.042223336E0
4.269666483E0	5.939000130E0	-4.707198143E0	-6.059996605E0	9.703246660E0
4.288005077E0	5.642039299E0	-2.579443932E0	-6.787409782E0	9.195383081E0
