Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
12.2322109,-0.5005216002,8.170171738,-3.739649773,8.999289334
12.25056282,0.1472132802,2.244860649,-2.194086552,3.142465096
12.26890199,0.7228609324,-2.873894215,-0.2979486883,2.978350098
12.28722834,2.158943892,-8.028970718,3.526773453,9.03125354
12.30558032,2.895780563,-13.20481586,6.281428814,14.9066782
12.32391949,1.587806225,-16.48016357,6.398417473,17.74983567
12.34224584,-1.828075171,-17.12254524,3.77473259,17.62872714
12.36059777,-4.455684185,-17.33182907,-1.246653438,17.93877268
12.37893694,-4.027590752,-16.20290375,-4.762871265,17.3620425
12.39726334,-2.359837532,-12.52102566,-5.036843777,13.70090187
12.41561527,-1.00881958,-9.498085022,-4.645543098,10.6213185
12.43395444,0.4720277786,-7.165760994,-3.541314125,8.00698736
12.45228079,1.8267169,-5.301568985,-2.101317883,5.988243914
12.47063277,2.160203218,-5.03778553,0.708114624,5.526950996
12.48897188,0.9470802546,-6.014592171,2.086516857,6.436290281
12.50731105,-0.2662039399,-7.174197197,0.2587952614,7.18379739
12.52565022,-0.01380829886,-8.913696289,-1.493842363,9.038016221
12.54398938,0.7375104427,-10.57548046,-3.312063456,11.10650588
12.56231579,1.457320452,-11.6178503,-3.939218521,12.35377153
12.58066772,2.00548768,-12.03925705,-2.959086895,12.55873745
12.59900688,1.627930403,-10.30403423,-1.173549056,10.49764241
12.61733324,-0.8891839981,-6.970716476,2.879044056,7.59410502
12.63568522,-3.596534729,-1.388579369,5.087086201,6.382919452
12.65402438,0.412938118,7.758075714,2.430871725,8.140478734
12.67235074,4.781635761,34.6307373,3.883593798,35.17434161
12.69070267,-7.392840862,32.90037537,2.316048145,33.80019045
12.70904183,-8.909908295,4.671064377,-7.986270905,12.84468105
12.72736824,2.436176777,5.150360107,3.156117678,6.513236163
12.74572017,2.997824192,15.92666149,3.292274237,16.53736877
12.76405933,1.721455216,22.77694893,13.94983578,26.76472919
12.78238574,0.914599061,14.2137394,19.4235878,24.08615042
12.80073767,-0.8902094364,14.64796829,10.25251389,17.90166162
12.81907683,-2.641682625,16.08992004,1.875062943,16.41279608
12.83740319,-3.773994684,14.29279327,-7.987389565,16.80254051
12.85575517,-2.007899046,12.21854496,-3.509522438,12.87016889
12.87409433,-0.648686111,7.108430862,-1.690265656,7.335365089
12.89242069,-0.5746876597,2.246168137,-1.403344154,2.710149815
12.91077261,-0.3692390919,-1.633491516,0.3576206565,1.712461554
12.92911178,0.484400928,-6.15190506,4.718308449,7.768076644
12.94743819,1.453206778,-11.8412199,6.408038139,13.54212877
12.96579011,0.6669388413,-15.63056564,2.842475653,15.90091373
12.98412928,-1.446707606,-17.59484482,-0.6694743633,17.6669104
13.00245569,-2.909251213,-16.88549042,-4.445492744,17.70158001
13.02080761,-1.860300541,-14.35244465,-5.129103661,15.35451366
13.03914678,-0.05804795027,-12.39686584,-4.021997929,13.03311627
13.05747313,1.402872443,-10.81401253,-2.890096664,11.28111594
13.07582511,1.809539795,-8.794494629,-0.6646341681,9.003294321
13.09416423,1.778743148,-7.009620667,0.6671978235,7.262496954
13.11249063,0.8349888325,-6.142615318,0.4331535101,6.214221694
13.13084256,-0.157031849,-6.73090601,-0.779189527,6.777675931
13.14918173,-0.884660542,-7.948105812,-0.6382446289,8.022615938
13.16750813,-1.5439744,-9.60210228,-0.297134161,9.729980156
13.18586006,-1.789415717,-10.94488621,-0.3932920694,11.09717177
13.20419923,-1.010110378,-11.64917564,-1.190631032,11.75334924
13.2225384,-0.449036777,-12.00906849,-0.8499335051,12.04747886
13.24087756,-0.8327234387,-9.984114647,-0.6472206116,10.03966474
13.25921673,-1.908964038,-5.877282143,-1.209939957,6.296867775
13.27754308,-1.939642906,1.343783379,-2.97136116,3.794332025
13.29589506,0.5952801704,17.46524429,0.8749167919,17.49727396
13.31423423,4.489236832,39.53987503,3.461582661,39.94418004
13.33256058,-2.061198473,12.34140205,3.507311583,12.99461344
13.35091251,-4.349202633,0.4893770218,3.525021791,5.619682557
13.36925168,-2.719331264,9.582544327,6.724542618,12.01829404
13.38757808,-0.3920595646,16.52838516,8.994897842,18.82151466
13.40593001,0.9252338409,17.0758419,8.559915543,19.12361337
13.42426918,0.141502142,16.29206276,8.074474335,18.18374185
13.44259558,-2.558484077,16.03408051,6.27905035,17.40873493
13.46094751,-3.30243206,16.04273987,1.749941349,16.47233604
13.47928668,-2.660662174,13.66083908,-0.7184840441,13.93606354
13.49761308,-1.027526617,10.83941841,-1.118445516,10.94530597
13.51596501,1.161724687,7.607624054,-1.914691806,7.930421975
13.53430418,2.336612463,3.666516304,-1.329991221,4.546644505
13.55263053,1.779277563,-0.6104202271,-0.1609412432,1.887946923
13.57098251,0.9290556908,-5.317691326,0.7319773436,5.447639521
13.58932168,0.4804203212,-10.33145428,1.351651549,10.43056629
13.60764803,-0.9378120899,-14.22644901,0.4590300322,14.26471351
13.62599996,-3.210851431,-17.24271774,-0.3333976269,17.54229278
13.64433912,-4.756034851,-19.64898682,-2.452389717,20.36459589
13.66266553,-2.933490753,-16.91628265,-3.712694168,17.56559378
13.68101746,-0.8417868614,-13.91936207,-1.82224977,14.06335094
13.69935662,-0.1207520664,-11.49609566,-0.3567978144,11.50226504
13.71768303,0.3169572949,-8.176795959,-0.06444346905,8.183190518
13.73603496,0.7253502607,-4.596783638,-2.597598553,5.329546984
13.75437412,0.4690680802,-1.673011303,-3.440133572,3.854025256
13.77271329,0.06151977181,-4.047433853,-1.752939582,4.411156612
13.79105246,-0.1699753404,-7.967198372,-0.6305166483,7.993915984
13.80939162,-0.6032259464,-11.30217648,-0.4249161482,11.32623628
13.82771798,-1.489891291,-12.49644375,-1.536949039,12.67845001
13.84606996,-1.685860515,-11.70055485,-3.422632456,12.30688922
13.86440912,-0.07105095685,-10.56149292,-2.938305378,10.96283811
13.88273548,2.003594398,-9.345741272,-0.5162433386,9.572031008
13.9010874,2.487879753,-6.969725609,0.6299084425,7.427207105
13.91942657,1.531953335,-1.430685043,-0.6358276606,2.190437748
13.93775298,4.285642624,15.89175797,-0.4555424452,16.46578947
13.9561049,6.639942169,33.33505249,3.188143492,34.13910976
13.97444407,-2.975032568,11.94315529,4.66737175,13.1633634
13.99277048,-3.966156483,7.544663429,8.14215374,11.78757868
14.0111224,-6.086117744,15.54315853,11.40744686,20.21782506
14.02946157,-5.098818302,25.16418076,10.70225716,27.81676202
14.04778798,0.2950658202,21.55130768,7.607922554,22.85664919
14.0661399,0.4842876494,16.27285004,3.964733839,16.75587352
14.08447907,0.3172311485,18.24440575,-1.078595996,18.27901381
14.10280548,0.9956234694,17.78770065,-0.2618221045,17.81746647
14.12115741,1.087293386,12.94829082,0.2832862139,12.99694938
14.13949657,0.7206833363,5.787390709,1.059707761,5.92758435
14.15782293,-0.5897169113,-0.713850975,1.286253929,1.584865427
14.17617491,-0.9992396832,-5.700613976,0.7301573753,5.833404618
14.19451402,-0.9170401692,-10.11924458,-0.07866084576,10.16101673
14.21284043,-2.588261604,-12.62626457,-2.402420759,13.11080778
14.23119235,-4.995613098,-16.12184906,-4.883935452,17.57051487
14.24953152,-7.066477776,-20.14790726,-3.553534508,21.64488121
14.26785793,-4.493199348,-18.09269333,0.5817754269,18.65134995
14.28620985,1.431344986,-13.53209305,0.5003113747,13.6167765
14.30454902,3.412122726,-10.33945084,0.5427941084,10.90144259
14.32287543,2.348459244,-7.515855789,0.7543996572,7.910276095
14.34122735,0.4364430308,-5.059048653,-0.1455119848,5.079924165
14.35956652,-0.2596060634,-4.079977512,-3.802520275,5.583258211
14.37790569,-0.2281871736,-5.232703686,-4.60078907,6.971407126
14.39624485,-0.02324694395,-6.721936226,-1.611427426,6.912428328
14.41458402,-0.2880753279,-8.725153923,0.6398482323,8.753325319
14.43291037,-1.353356004,-10.54735565,1.300323963,10.71303534
14.45126235,-1.608458281,-12.4261713,-0.7034540176,12.54957046
14.46960152,-0.9667825699,-13.75725746,-2.516340733,14.018872
14.48794069,-0.2228173763,-13.10548496,-1.584996104,13.20286319
14.50627985,-0.09219494462,-10.92486763,-0.852280736,10.95844948
14.52461902,-0.5758832097,-7.300638199,-0.05477666855,7.323521016
14.54294537,-0.2734293938,-2.327569008,0.3153989315,2.364702435
14.5612973,1.407931328,9.86359787,1.243240595,10.04084064
14.57963647,3.228690863,43.51916885,6.114673615,44.06508522
14.59796287,-5.349864006,23.44635963,4.311266899,24.43235247
14.6163148,-5.869356155,1.98933506,0.220818758,6.201254436
14.63465397,-0.7979969978,13.65027809,5.368893623,14.68985738
14.65298037,0.6438482404,23.75478363,13.07008362,27.12068162
14.6713323,0.171569407,19.54880524,12.11289024,22.9979854
14.68967147,0.4463579655,14.9564991,5.204116821,15.84231462
14.70799787,1.191524506,16.06221008,1.045673847,16.1402527
14.7263498,2.167626619,16.84007645,-0.0689163208,16.97914984
14.74468897,1.928070426,13.41021824,0.05659246445,13.54823278
14.76301537,-0.1547131389,8.722260475,0.8745065928,8.767355686
14.7813673,-1.563156605,3.522353172,0.2626377344,3.862565083
14.79970647,-1.314089417,-0.8852329254,0.3950525522,1.6329528
14.81803282,-1.121453762,-5.409768581,1.145780206,5.642345871
14.8363848,-0.9378407001,-10.94306564,1.179790139,11.046363
14.85472397,-2.150456429,-14.97950268,-0.2736719251,15.13554953
14.87305032,-5.087095261,-16.38700867,-1.803293467,17.25295507
14.89140225,-7.04035902,-17.42342758,-3.311725616,19.08166687
14.90974147,-5.632751465,-15.77078247,-4.589103699,17.36390917
14.92806782,-1.26349175,-11.68266487,-3.990274906,12.40980917
14.94641975,1.338135242,-9.872495651,-2.139952898,10.19000367
14.96475892,3.636183739,-8.890453339,-0.4088929892,9.614009893
14.98308532,4.466754436,-8.064287186,1.209253907,9.297683476
15.00143725,2.874809742,-7.365345955,1.564818501,8.059870286
15.01977642,-0.1751599312,-6.731970787,-2.776334286,7.284102123
25.05130339,-1.078522444,-0.4973106384,-0.8928797245,1.485854211
25.06965537,0.8637925982,-5.336397171,-2.335787058,5.88890258
